438	-8	4
439	-6	10
440	4	0
441	33	33
442	29	-33
443	-13	-7
444	0	10
445	8	-5
446	-27	-9
447	12	-30
448	-9	-31
449	6	15
450	7	2
451	1	26
452	9	-33
453	-10	-28
454	-17	0
455	-7	-4
456	17	-23
457	5	-33
458	-30	14
459	21	-25
460	-1	4
461	17	9
462	29	-1
463	-24	22
464	31	25
465	-13	-5
466	-15	15
467	30	22
468	24	-5
469	-29	-26
470	8	-10
471	-17	27
472	24	-27
473	16	-11
474	2	20
475	5	16
476	20	-1
477	19	29
478	9	29
479	6	-19
480	32	5
481	8	4
482	7	0
483	-31	15
484	19	3
485	29	-5
486	-30	21
487	28	-31
488	31	2
489	11	-7
490	-11	-2
491	31	-26
492	22	-23
493	32	-12
494	-17	26
495	5	-1
496	26	4
497	11	16
498	-27	-21
499	21	17
500	8	-4
501	32	-13
502	14	-18
503	-23	30
504	6	-24
505	31	27
506	6	1
507	14	-28
508	-17	-8
509	-30	18
510	-18	-14
511	31	-9
512	-33	-3
513	-11	-4
514	32	-11
515	19	-13
516	-10	-25
517	7	15
518	-13	-19
519	15	-23
520	-28	-26
521	15	-32
522	6	18
523	1	21
524	26	31
525	18	9
526	-29	30
527	7	-28
528	15	12
529	-16	4
530	-1	-18
531	-30	-12
532	-18	33
533	-20	-12
534	-4	10
535	-3	14
536	18	-30
537	27	32
538	-9	-29
539	-18	2
540	-16	-10
541	4	6
542	-33	-32
543	-30	3
544	8	-14
545	-20	14
546	1	-9
547	14	19
548	14	6
549	29	-21
550	-5	0
551	13	-7
552	-33	-30
553	-27	-31
554	-27	-3
555	-32	-16
556	-8	13
557	29	-3
558	5	30
559	-14	-21
560	-7	6
561	27	12
562	-18	4
563	-31	18
564	-14	-22
565	-21	-17
566	-25	-8
567	-4	-9
568	-24	16
569	-5	-29
570	16	14
571	10	30
572	-12	20
573	-31	26
574	13	15
575	5	6
576	-18	12
577	25	-15
578	28	-9
579	10	-22
580	32	31
581	9	-13
582	-28	16
583	10	9
584	-13	20
585	-4	-11
586	21	-15
587	-2	-29
588	-32	-4
589	4	11
590	18	-7
591	25	-33
592	11	30
593	-15	33
594	19	13
595	-3	-29
596	11	-7
597	-26	-22
598	-26	4
599	21	17
600	-20	-23
601	26	-30
602	18	-4
603	5	-20
604	-3	-16
605	-12	24
606	21	19
607	-18	-33
608	-15	-20
609	3	18
610	5	20
611	-13	-23
612	-20	-4
613	24	-15
614	-23	-8
615	-27	17
616	16	-15
617	17	33
618	15	5
619	-30	-9
620	5	20
621	18	31
622	-2	-3
623	22	-28
624	9	-33
625	5	-16
626	-26	-25
627	1	-4
628	-1	2
629	-1	-30
630	23	-9
631	19	20
632	-3	-26
633	15	-4
634	24	-33
635	28	9
636	-6	31
637	26	-15
638	-17	-23
639	31	-7
640	-20	6
641	6	-17
642	-24	-19
643	28	-8
644	28	-29
645	-16	20
646	-20	-24
647	7	-25
648	-10	0
649	-12	24
650	18	-12
651	-5	22
652	24	-25
653	-27	-6
654	20	-12
655	-5	-32
656	16	2
657	9	14
658	29	-13
659	-3	-2
660	4	-17
661	-22	-21
662	-21	17
663	-19	-10
664	25	-8
665	22	-1
666	24	-13
667	-17	15
668	-12	-25
669	-10	7
670	5	29
671	20	26
672	7	2
673	-5	33
674	16	11
675	3	3
676	-15	-23
677	19	4
678	27	8
679	14	-8
680	21	-5
681	7	-19
682	7	4
683	10	-19
684	27	-31
685	-19	-27
686	10	20
687	24	4
688	-16	12
689	4	30
690	29	-8
691	32	1
692	-13	2
693	30	28
694	-25	-30
695	14	-30
696	-9	-24
697	33	8
698	26	-16
699	-16	0
700	-2	3
701	15	11
702	-30	-12
703	-25	2
704	-27	-28
705	3	28
706	4	12
707	-22	-32
708	31	2
709	10	-13
710	5	-8
711	-4	-22
712	11	9
713	-31	-12
714	13	-21
715	14	-15
716	1	2
717	-26	19
718	-33	11
719	29	-18
720	14	29
721	-3	25
722	-28	-31
723	15	31
724	-3	-23
725	32	21
726	19	8
727	18	16
728	-4	-12
729	29	-5
730	18	-19
731	16	33
732	-11	-29
733	-27	8
734	-30	-9
735	-11	1
736	-18	32
737	8	8
738	-20	-4
739	-7	-17
740	18	-7
741	25	26
742	-1	11
743	-28	-24
744	20	10
745	18	2
746	17	-31
747	2	-29
748	-16	-3
749	-11	4
750	-9	9
751	13	29
752	-18	-17
753	14	-21
754	-26	-15
755	9	6
756	25	18
757	-31	-33
758	9	21
759	22	-1
760	-28	25
761	22	4
762	-6	-1
763	3	0
764	27	26
765	11	-7
766	-25	-17
767	9	15
768	30	15
769	11	1
770	7	-11
771	9	4
772	17	25
773	-30	-25
774	-20	31
775	1	-4
776	15	28
777	7	29
778	-25	13
779	9	-28
780	26	-2
781	31	13
782	1	13
783	-31	-18
784	-3	8
785	16	-4
786	14	-24
787	13	-20
788	-19	21
789	-7	29
790	14	-25
791	-4	-7
792	32	23
793	-22	10
794	30	-29
795	-11	-10
796	-9	12
797	33	-22
798	-24	1
799	20	-27
800	-5	-11
801	31	-1
802	-27	-18
803	16	6
804	-11	-9
805	19	-32
806	16	-4
807	19	28
808	4	-11
809	8	4
810	6	7
811	5	22
812	21	-28
813	8	-2
814	-24	-15
815	13	23
816	-12	20
817	-22	22
818	-10	22
819	19	-7
820	23	8
821	12	-14
822	-6	6
823	-14	-25
824	22	14
825	-1	-19
826	-24	27
827	-32	30
828	-2	10
829	19	18
830	-1	31
831	-14	-25
832	4	-28
833	23	8
834	-27	6
835	29	-30
836	18	31
837	-12	30
838	23	5
839	-5	18
840	-5	24
841	30	-12
842	-29	29
843	28	12
844	24	-21
845	29	24
846	-21	9
847	-5	-9
848	12	4
849	-20	29
850	-18	23
851	-12	29
852	-32	-18
853	-13	8
854	29	-9
855	-16	-26
856	-30	33
857	-4	7
858	-5	4
859	-26	33
860	-4	24
861	33	-20
862	18	9
863	33	-24
864	-27	-32
865	-32	20
866	29	28
867	-27	-23
868	-9	-7
869	-15	7
870	33	-2
871	30	7
872	-25	25
873	9	32
874	18	-4
875	6	33
876	-29	24
877	12	-14
878	10	31
879	-26	20
880	17	10
881	-8	-17
882	-11	6
883	-26	-5
884	-24	9
885	11	-8
886	18	-31
887	18	15
888	-31	-16
889	-16	-28
890	33	31
891	29	8
892	-6	-19
893	-28	26
894	22	-19
895	-23	-30
896	16	21
897	-17	-6
898	-27	-16
899	-13	-29
900	22	26
901	16	-33
902	-12	-17
903	13	24
904	-1	26
905	-18	3
906	25	5
907	-3	-23
908	-13	19
909	22	30
910	17	3
911	-19	31
912	18	6
913	2	-33
914	23	15
915	-6	-17
916	-4	28
917	-25	8
918	10	-20
919	14	3
920	23	26
921	-12	9
922	-12	5
923	16	-12
924	26	-16
925	-25	15
926	-4	-10
927	-33	3
928	8	-19
929	16	33
930	-11	27
931	-4	5
932	-12	-22
933	27	29
934	-24	-23
935	0	17
936	-16	-17
937	-4	-26
938	5	20
939	-13	-18
940	0	6
941	17	-19
942	10	-15
943	-3	32
944	-12	13
945	-30	-10
946	-2	30
947	24	29
948	-28	8
949	18	-31
950	7	12
951	12	-3
952	30	-26
953	17	-28
954	32	-12
955	-33	-3
956	7	27
957	1	-19
958	30	-24
959	-27	21
960	28	-11
961	33	21
962	-20	13
963	20	-12
964	-27	-23
965	21	-21
966	-13	3
967	-13	3
968	20	18
969	20	-2
970	3	-15
971	7	18
972	-29	-30
973	-11	11
974	20	15
975	11	-23
976	-16	-32
977	-6	31
978	-25	-23
979	-26	-15
980	-6	13
981	25	-16
982	-14	-13
983	24	-27
984	16	-12
985	4	-27
986	-30	23
987	-10	-9
988	25	-19
989	31	-11
990	-1	-29
991	16	-11
992	28	-26
993	-8	-31
994	2	-21
995	-27	-21
996	31	-32
997	-26	-31
998	9	-19
999	23	4
1000	24	-21
